	Hochschulkurzname	Hochschulname	WKR_NR	SPD_Name	SPD_Adr	CDU_Name	CDU_Adr	Green_Name	Green_Adr	FDP_Name	FDP_Adr	Linke_Name	Linke_Adr	AFD_Name	AFD_Adr	Hochschultyp	Trägerschaft	Bundesland
368	Sachsen HVerw (VerwH)	Hochschule für öffentliche Verwaltung und Rechtspflege (FH), Fortbildungszentrum des Freistaates Sachsen	155.0	None	None	None	None	None	None	None	None	None	None	Barbara Lenk	barbara.lenk@bundestag.de	Verwaltungshochschule	öffentlich-rechtlich	Sachsen
369	Schleswig-Holstein DHSH	Duale Hochschule Schleswig-Holstein - staatlich anerkannte Hochschule für angewandte Wissenschaften in Trägerschaft der Wirtschaftsakademie Schleswig-Holstein	5.0	Mathias Stein	mathias.stein@bundestag.de	None	None	Luise Amtsberg	luise.amtsberg@bundestag.de	Maximilian Mordhorst	maximilian.mordhorst@bundestag.de	None	None	None	None	Fachhochschulen / HAW	privat, staatlich anerkannt	Schleswig-Holstein
370	Schleswig-Holstein FHVD (Verw)	Fachhochschule für Verwaltung und Dienstleistung in Schleswig-Holstein	5.0	Mathias Stein	mathias.stein@bundestag.de	None	None	Luise Amtsberg	luise.amtsberg@bundestag.de	Maximilian Mordhorst	maximilian.mordhorst@bundestag.de	None	None	None	None	Verwaltungshochschule	öffentlich-rechtlich	Schleswig-Holstein
371	Schmalkalden H	Hochschule Schmalkalden	196.0	Frank Ullrich	frank.ullrich@bundestag.de	None	None	None	None	Gerald Ullrich	gerald.ullrich@bundestag.de	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Thüringen
372	Schwäbisch Gmünd HGest	Hochschule für Gestaltung Schwäbisch Gmünd	269.0	None	None	Dr. Ingeborg Gräßle	inge.graessle@bundestag.de	Ricarda Lang	ricarda.lang@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Baden-Württemberg
373	Schwäbisch Gmünd PH	Pädagogische Hochschule Schwäbisch Gmünd	269.0	None	None	Dr. Ingeborg Gräßle	inge.graessle@bundestag.de	Ricarda Lang	ricarda.lang@bundestag.de	None	None	None	None	None	None	Universitäten	öffentlich-rechtlich	Baden-Württemberg
374	Siegen U	Universität Siegen	148.0	Luiza Licina-Bode	luiza.licina-bode@bundestag.de	Volkmar Klein	volkmar.klein@bundestag.de	Laura Kraft	laura.kraft@bundestag.de	None	None	None	None	None	None	Universitäten	öffentlich-rechtlich	Nordrhein-Westfalen
375	Speyer DUV	Deutsche Universität für Verwaltungswissenschaften Speyer	208.0	Isabel Mackensen-Geis	isabel.mackensen-geis@bundestag.de	Johannes Steiniger	johannes.steiniger@bundestag.de	None	None	None	None	None	None	None	None	Universitäten	öffentlich-rechtlich	Rheinland-Pfalz
376	Stralsund H	Hochschule Stralsund	15.0	Anna Kassautzki	anna.kassautzki@bundestag.de	None	None	Claudia Müller	claudia.mueller@bundestag.de	None	None	None	None	Leif-Erik Holm	leif-erik.holm@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Mecklenburg-Vorpommern
377	Stuttgart AKAD	AKAD Hochschule Stuttgart - staatlich anerkannt	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Fachhochschulen / HAW	privat, staatlich anerkannt	Baden-Württemberg
378	Stuttgart AkdBK	Staatliche Akademie der Bildenden Künste Stuttgart	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Künstlerische Hochschulen	öffentlich-rechtlich	Baden-Württemberg
379	Stuttgart DH	Duale Hochschule Baden-Württemberg	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Hochschulen eigenen Typs	öffentlich-rechtlich	Baden-Württemberg
380	Stuttgart H	Hochschule für Technik Stuttgart	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Baden-Württemberg
381	Stuttgart HdM	Hochschule der Medien Stuttgart	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Baden-Württemberg
382	Stuttgart HfK+G	Hochschule für Kommunikation und Gestaltung	259.0	None	None	Maximilian Mörseburg	maximilian.moerseburg@bundestag.de	Dr. Anna Christmann	anna.christmann@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	privat, staatlich anerkannt	Baden-Württemberg
383	Stuttgart HfM	Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Künstlerische Hochschulen	öffentlich-rechtlich	Baden-Württemberg
384	Stuttgart MAW	Hochschule Macromedia - staatlich anerkannte Hochschule für angewandte Wissenschaften der Macromedia GmbH mit Sitz in Stuttgart	259.0	None	None	Maximilian Mörseburg	maximilian.moerseburg@bundestag.de	Dr. Anna Christmann	anna.christmann@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	privat, staatlich anerkannt	Baden-Württemberg
385	Stuttgart MediaAk	media Akademie - Hochschule Stuttgart	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Fachhochschulen / HAW	privat, staatlich anerkannt	Baden-Württemberg
386	Stuttgart MerzAk	Merz Akademie Hochschule für Gestaltung, Kunst und Medien, Stuttgart - Staatlich anerkannt	259.0	None	None	Maximilian Mörseburg	maximilian.moerseburg@bundestag.de	Dr. Anna Christmann	anna.christmann@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	privat, staatlich anerkannt	Baden-Württemberg
387	Stuttgart U	Universität Stuttgart	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Universitäten	öffentlich-rechtlich	Baden-Württemberg
388	Stuttgart U Waldorf	Freie Hochschule Stuttgart - Seminar für Waldorfpädagogik. Staatlich anerkannte wissenschaftliche Hochschule.	259.0	None	None	Maximilian Mörseburg	maximilian.moerseburg@bundestag.de	Dr. Anna Christmann	anna.christmann@bundestag.de	None	None	None	None	None	None	Universitäten	privat, staatlich anerkannt	Baden-Württemberg
389	Stuttgart VWA	VWA-Hochschule für berufsbegleitendes Studium	258.0	None	None	None	None	Cem Özdemir	cem.oezdemir@bundestag.de	Judith Skudelny	judith.skudelny@bundestag.de	Bernd Riexinger	bernd.riexinger@bundestag.de	Dr. Dirk Spaniel	dirk.spaniel@bundestag.de	Fachhochschulen / HAW	privat, staatlich anerkannt	Baden-Württemberg
390	Südwestfalen FH	Fachhochschule Südwestfalen	150.0	Bettina Lugk	bettina.lugk@bundestag.de	Paul Ziemiak	paul.ziemiak@bundestag.de	None	None	None	None	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Nordrhein-Westfalen
391	Thüringen VerwH (Verw)	Thüringer Fachhochschule für öffentliche Verwaltung	192.0	None	None	None	None	None	None	None	None	None	None	Marcus Bühl	marcus.buehl@bundestag.de	Verwaltungshochschule	öffentlich-rechtlich	Thüringen
392	Trier H	Hochschule Trier - Trier University of Applied Sciences	203.0	Verena Hubertz	verena.hubertz@bundestag.de	None	None	Corinna Rüffer	corinna.rueffer@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Rheinland-Pfalz
393	Trier ThFak	Theologische Fakultät Trier	203.0	Verena Hubertz	verena.hubertz@bundestag.de	None	None	Corinna Rüffer	corinna.rueffer@bundestag.de	None	None	None	None	None	None	Universitäten	kirchlich, staatlich anerkannt	Rheinland-Pfalz
394	Trier U	Universität Trier	203.0	Verena Hubertz	verena.hubertz@bundestag.de	None	None	Corinna Rüffer	corinna.rueffer@bundestag.de	None	None	None	None	None	None	Universitäten	öffentlich-rechtlich	Rheinland-Pfalz
395	Trossingen HfM	Staatliche Hochschule für Musik Trossingen	285.0	None	None	Maria-Lena Weiss	maria-lena.weiss@bundestag.de	None	None	None	None	None	None	None	None	Künstlerische Hochschulen	öffentlich-rechtlich	Baden-Württemberg
396	Tübingen HfKiM	Hochschule für Kirchenmusik der Evangelischen Landeskirche in Württemberg	290.0	Dr. Martin Rosemann	martin.rosemann@bundestag.de	Annette Widmann-Mauz	annette.widmann-mauz@bundestag.de	Christian Kühn 	christian.kuehn@bundestag.de	None	None	None	None	None	None	Künstlerische Hochschulen	kirchlich, staatlich anerkannt	Baden-Württemberg
397	Tübingen U	Eberhard Karls Universität Tübingen	290.0	Dr. Martin Rosemann	martin.rosemann@bundestag.de	Annette Widmann-Mauz	annette.widmann-mauz@bundestag.de	Christian Kühn 	christian.kuehn@bundestag.de	None	None	None	None	None	None	Universitäten	öffentlich-rechtlich	Baden-Württemberg
398	Ulm TH	Technische Hochschule Ulm	291.0	None	None	Ronja Kemmer	ronja.kemmer@bundestag.de	Marcel Emmerich	marcel.emmerich@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Baden-Württemberg
399	Ulm U	Universität Ulm	291.0	None	None	Ronja Kemmer	ronja.kemmer@bundestag.de	Marcel Emmerich	marcel.emmerich@bundestag.de	None	None	None	None	None	None	Universitäten	öffentlich-rechtlich	Baden-Württemberg
400	Vallendar VP-Uni	Vinzenz Pallotti University	199.0	Dr. Thorsten Rudolph	thorsten.rudolph@bundestag.de	Josef Oster	josef.oster@bundestag.de	None	None	None	None	None	None	None	None	Universitäten	kirchlich, staatlich anerkannt	Rheinland-Pfalz
401	Vallendar WHU	WHU - Otto Beisheim School of Management	199.0	Dr. Thorsten Rudolph	thorsten.rudolph@bundestag.de	Josef Oster	josef.oster@bundestag.de	None	None	None	None	None	None	None	None	Universitäten	privat, staatlich anerkannt	Rheinland-Pfalz
402	Vechta/Diepholz PHWT	Private Hochschule für Wirtschaft und Technik Vechta/Diepholz	32.0	None	None	Silvia Breher	silvia.breher@bundestag.de	None	None	None	None	None	None	None	None	Fachhochschulen / HAW	privat, staatlich anerkannt	Niedersachsen
403	Vechta U	Universität Vechta	32.0	None	None	Silvia Breher	silvia.breher@bundestag.de	None	None	None	None	None	None	None	None	Universitäten	öffentlich-rechtlich	Niedersachsen
404	Wedel FH	Fachhochschule Wedel	7.0	Dr. Ralf Stegner	ralf.stegner@bundestag.de	None	None	None	None	None	None	Cornelia Möhring	cornelia.moehring@bundestag.de	None	None	Fachhochschulen / HAW	privat, staatlich anerkannt	Schleswig-Holstein
405	Weihenstephan-Triesdorf H	Hochschule  für  angewandte  Wissenschaften  Weihenstephan-Triesdorf	214.0	Andreas Mehltretter	andreas.mehltretter@bundestag.de	Erich Irlstorfer	erich.irlstorfer@bundestag.de	Leon Eckert	leon.eckert@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Bayern
406	Weimar HfM	Hochschule für Musik Franz Liszt Weimar	193.0	Carsten Schneider 	carsten.schneider@bundestag.de	Antje Tillmann	antje.tillmann@bundestag.de	Katrin Göring-Eckardt	katrin.goering-eckardt@bundestag.de	None	None	Susanne Hennig-Wellsow	susanne.hennig-wellsow@bundestag.de	None	None	Künstlerische Hochschulen	öffentlich-rechtlich	Thüringen
407	Weimar U	Bauhaus-Universität Weimar	193.0	Carsten Schneider 	carsten.schneider@bundestag.de	Antje Tillmann	antje.tillmann@bundestag.de	Katrin Göring-Eckardt	katrin.goering-eckardt@bundestag.de	None	None	Susanne Hennig-Wellsow	susanne.hennig-wellsow@bundestag.de	None	None	Universitäten	öffentlich-rechtlich	Thüringen
408	Weingarten PH	Pädagogische Hochschule Weingarten	294.0	Heike Engelhardt	heike.engelhardt@bundestag.de	Axel Müller	axel.mueller@bundestag.de	Agnieszka Brugger	agnieszka.brugger@bundestag.de	Benjamin Strasser	benjamin.strasser@bundestag.de	None	None	None	None	Universitäten	öffentlich-rechtlich	Baden-Württemberg
409	Weserbergland H	Hochschule Weserbergland	46.0	Johannes Schraps	johannes.schraps@bundestag.de	Mareike Lotte Wulf	mareike.wulf@bundestag.de	Helge Limburg	helge.limburg@bundestag.de	None	None	None	None	None	None	Fachhochschulen / HAW	privat, staatlich anerkannt	Niedersachsen
410	Westfälische H	Westfälische Hochschule Gelsenkirchen, Bocholt, Recklinghausen	123.0	Markus Töns	markus.toens@bundestag.de	None	None	Dr. Irene Mihalic	irene.mihalic@bundestag.de	Dr. Marco Buschmann	marco.buschmann@bundestag.de	None	None	Jörg Schneider	joerg.schneider@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Nordrhein-Westfalen
411	Westküste FH	Fachhochschule Westküste, Hochschule für Wirtschaft und Technik	2.0	None	None	Astrid Damerow	astrid.damerow@bundestag.de	Denise Loop	denise.loop@bundestag.de	Gyde Jensen	gyde.jensen@bundestag.de	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Schleswig-Holstein
412	Wiesbaden CFH	Charlotte Fresenius Hochschule	179.0	None	None	Ingmar Jung	ingmar.jung@bundestag.de	None	None	None	None	None	None	None	None	Universitäten	privat, staatlich anerkannt	Hessen
413	Wiesbaden EBS	EBS Universität für Wirtschaft und Recht	179.0	None	None	Ingmar Jung	ingmar.jung@bundestag.de	None	None	None	None	None	None	None	None	Universitäten	privat, staatlich anerkannt	Hessen
414	Wildau TH	Technische Hochschule Wildau	62.0	Sylvia Lehmann	sylvia.lehmann@bundestag.de	Jana Schimke	jana.schimke@bundestag.de	None	None	None	None	None	None	Steffen Kotré	steffen.kotre@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Brandenburg
415	Wilhelmshaven/Oldenburg/Elsfleth H	Jade Hochschule -  Wilhelmshaven/Oldenburg/Elsfleth	26.0	Siemtje Möller	siemtje.moeller@bundestag.de	Anne Janssen	anne.janssen@bundestag.de	None	None	None	None	None	None	Joachim Wundrak	joachim.wundrak@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Niedersachsen
416	Wismar H	Hochschule Wismar - University of Applied Sciences: Technology, Business and Design	13.0	Frank Junge	frank.junge@bundestag.de	Simone Borchardt	simone.borchardt@bundestag.de	None	None	None	None	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Mecklenburg-Vorpommern
417	Witten/ Herdecke U	Private Universität Witten/Herdecke gGmbH	139.0	Axel Echeverria	axel.echeverria@bundestag.de	None	None	None	None	None	None	None	None	None	None	Universitäten	privat, staatlich anerkannt	Nordrhein-Westfalen
418	Worms H	Hochschule Worms, University of Applied Sciences	206.0	None	None	Jan Metzler	jan.metzler@bundestag.de	None	None	Manuel Höferlin	manuel.hoeferlin@bundestag.de	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Rheinland-Pfalz
419	Wuppertal KiH	Kirchliche Hochschule Wuppertal	102.0	Helge Lindh	helge.lindh@bundestag.de	None	None	Anja Liebert	anja.liebert@bundestag.de	Manfred Todtenhausen	manfred.todtenhausen@bundestag.de	None	None	None	None	Universitäten	kirchlich, staatlich anerkannt	Nordrhein-Westfalen
420	Wuppertal U	Bergische Universität Wuppertal	102.0	Helge Lindh	helge.lindh@bundestag.de	None	None	Anja Liebert	anja.liebert@bundestag.de	Manfred Todtenhausen	manfred.todtenhausen@bundestag.de	None	None	None	None	Universitäten	öffentlich-rechtlich	Nordrhein-Westfalen
421	Würzburg HfM	Hochschule für Musik Würzburg	251.0	None	None	Paul Lehrieder	paul.lehrieder@bundestag.de	None	None	Prof. Dr. Andrew Ullmann	andrew.ullmann@bundestag.de	None	None	None	None	Künstlerische Hochschulen	öffentlich-rechtlich	Bayern
422	Würzburg-Schweinfurt TH	Technische Hochschule Würzburg-Schweinfurt	251.0	None	None	Paul Lehrieder	paul.lehrieder@bundestag.de	None	None	Prof. Dr. Andrew Ullmann	andrew.ullmann@bundestag.de	None	None	None	None	Fachhochschulen / HAW	öffentlich-rechtlich	Bayern
423	Würzburg U	Julius-Maximilians-Universität Würzburg	251.0	None	None	Paul Lehrieder	paul.lehrieder@bundestag.de	None	None	Prof. Dr. Andrew Ullmann	andrew.ullmann@bundestag.de	None	None	None	None	Universitäten	öffentlich-rechtlich	Bayern
424	Zittau/ Görlitz H	Hochschule Zittau/Görlitz	157.0	None	None	None	None	None	None	None	None	None	None	Tino Chrupalla	tino.chrupalla@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Sachsen
425	Zwickau H	Westsächsische Hochschule Zwickau	165.0	None	None	Carsten Körber	carsten.koerber@bundestag.de	None	None	Nico Tippelt	nico.tippelt@bundestag.de	None	None	Matthias Moosdorf	matthias.moosdorf@bundestag.de	Fachhochschulen / HAW	öffentlich-rechtlich	Sachsen
